full_name,credentials,city,state_full,state_code,province,country,website_url,submitted_by,comments,source_region
Samantha M. Younglove,,Dayton,Ohio,OH,,,https://doctors.premierhealth.com/provider/samantha-m-younglove/3048899,,,United States
Felicity Harl,,Dayton,Ohio,OH,,,https://www.premierhealth.com/directory/profile/1831658590,,,United States
Rebecca Rudesill,,Dublin,Ohio,OH,,,https://wexnermedical.osu.edu/find-a-doctor/rebecca-rudesill-md-50115,,,United States
Douglas Sherlock,,Elyria,Ohio,OH,,,https://www.uhhospitals.org/doctors/Sherlock-Douglas-1194078717,Patient submitted,,United States
Michele Lowe,,Elyria,Ohio,OH,,,https://www.uhhospitals.org/doctors/Lowe-Michele-1841235884?utm_campaign=Lowe_Michele_125_E_Broad_St&utm_source=yext&utm_medium=locallisting&utm_content=website_url,Patient submitted,,United States
Carmen Doty-armstrong,,Findlay,Ohio,OH,,,,Patient submitted ,,United States
Anastasia Matthews,,Gahanna,Ohio,OH,,,https://wexnermedical.osu.edu/find-a-doctor/anastasia-matthews-md-97022,,,United States
Anew Martin,,Gallipolis,Ohio,OH,,,https://www.holzer.org/find-a-doctor/profile/andrew-martin/,Patient submitted,,United States
Robert Bowers,,Gallipolis,Ohio,OH,,,https://www.holzer.org/find-a-doctor/profile/robert-bowers/,Patient submitted,,United States
Kelly D. Risner,,Hamilton,Ohio,OH,,,https://ketteringhealth.org/doctors/kelly-d-risner-1285749846/,Patient submitted,,United States
Lauren Scott,,Holland,Ohio,OH,,,,Patient submitted ,,United States
Nancy Arquette,,Holland,Ohio,OH,,,https://health.usnews.com/doctors/nancy-arquette-586083,Patient submitted,,United States
Susan Emmerling,,"Huber Heights, Beavercreek",Ohio,OH,,,https://doctors.premierhealth.com/provider/Susan+M.+Emmerling/1780199,Patient submitted,,United States
Erin Higgins,,"Independence, Cleveland",Ohio,OH,,,https://my.clevelandclinic.org/staff/23264-erin-higgins,,,United States
Jenny Demos,,Liberty Township (cincinnati Area),Ohio,OH,,,https://www.thechristhospital.com/physician-details?Provider=K4D60U2ZX3,,,United States
Darcy Langhals,,Lima,Ohio,OH,,,https://www.healthcare4ppl.com/physician/ohio/lima/darcy-l-langhals-1356875017.html,,,United States
Jennifer Niesen,,Lima,Ohio,OH,,,,Patient submitted ,,United States
Michelle Coates,,Lima,Ohio,OH,,,,Patient submitted ,,United States
Rachel Pope,,Lyndhurst,Ohio,OH,,,https://www.uhhospitals.org/doctors/Pope-Rachel-1255623658,Patient submitted ,Trans friendly,United States
Alyssa Sickle,,Mansfield,Ohio,OH,,,https://www.wcareinc.com/our-providers,,,United States
Michael Subit,,Mansfield,Ohio,OH,,,https://www.wcareinc.com/our-providers,Patient submitted,,United States
Gabrielle Prokop,,Marietta,Ohio,OH,,,https://www.mhsystem.org/physiciandetail.php?NPI=1851754139,,,United States
Megan Smith,,Marietta,Ohio,OH,,,https://mhsystem.org/physiciandetail.php?NPI=1518300391,,,United States
Jay R. Moodley,,Marion,Ohio,OH,,,https://www.ohiohealth.com/find-a-doctor/profile/1609805126/jay-r-moodley-md,Patient submitted,,United States
Matthew Hazelbaker,,Marysville,Ohio,OH,,,https://avinawomenscare.com/providers/matthew-hazelbaker-m-d/,Patient submitted,,United States
Danielle Martter,,Marysville,Ohio,OH,,,https://avinawomenscare.com/providers/danielle-martter-m-d/,Patient submitted ,,United States
Amy Brenner,,Mason,Ohio,OH,,,,Patient submitted ,,United States
Amy Renshaw,,Mason,Ohio,OH,,,,Patient submitted ,,United States
Samantha Clark,,Massillon / Orville / Doylestown,Ohio,OH,,,,,,United States
Rachel Haas,,Maumee,Ohio,OH,,,https://www.promedica.org/provider/rachel-haas-do-obstetrics,Patient submitted,,United States
Shannon Connole,,Maumee,Ohio,OH,,,https://www.promedica.org/provider/shannon-connole-do-obstetrics,Patient submitted,,United States
Arminee Apoian,,Maumee,Ohio,OH,,,https://www.promedica.org/provider/arminee-apoian-md-obstetrics?utm_source=bing&utm_medium=organic&utm_campaign=bingplaces,Patient submitted ,,United States
Heather Hilkowitz,,Middletown/lebanon/west Chester,Ohio,OH,,,http://hilltopobgyn.com/Our-Physicians.php,Patient submitted,,United States
Ronald Merkel,,Montgomery,Ohio,OH,,,https://directory.trihealthpho.com/provider/Ronald+Merkel/774951,Patient submitted,,United States
Emily Woods,,Mount Vernon,Ohio,OH,,,,,,United States
Kristen Witham,,Mount Vernon,Ohio,OH,,,https://www.kch.org/providers/kristen-witham-do,,,United States
Melanie Katz,,North Olmsted,Ohio,OH,,,https://my.clevelandclinic.org/staff/28625-melanie-katz,,,United States
Helen O'connell,,Perrysburg,Ohio,OH,,,,Patient submitted ,,United States
Kristi Pedler,,Sidney,Ohio,OH,,,,,,United States
Nisrine Benmessaoud-zahir,,Tallmadge,Ohio,OH,,,https://my.clevelandclinic.org/staff/97584-nisrine-benmessaoud-zahir,Patient submitted,,United States
James Graham,,Tallmadge,Ohio,OH,,,https://www.womenshealthg.com/physicians-clinical-staff,Patient submitted ,,United States
Jessica Lafyatis,,Toledo,Ohio,OH,,,https://www.promedica.org/provider/jessica-lafyatis-do-obstetrics?utm_source=bing&utm_medium=organic&utm_campaign=bingplaces,Patient submitted,,United States
Natalie Mondary,,Warren,Ohio,OH,,,https://www.mercy.com/find-a-doctor/physicians/natalie-a-mondary/353606,,,United States
Tara Shipman,,Warren,Ohio,OH,,,https://www.mercy.com/find-a-doctor/physicians/tara-a-shipman/353612,,,United States
Britta Buchenroth,,Westerville,Ohio,OH,,,,,,United States
Regina Hill,,Westlake,Ohio,OH,,,https://renewyou.health/,Patient submitted,,United States
Abigail Tucker,,Willoughby,Ohio,OH,,,,Patient submitted ,,United States
Rebecca Crockett,,Willoughby,Ohio,OH,,,https://www.uhhospitals.org/doctors/Crockett-Rebecca-1376702241,Patient submitted ,,United States
Christina Miller,,Wooster,Ohio,OH,,,https://woosterobgyn.com/about/,,,United States
James Miller,,Wooster,Ohio,OH,,,https://woosterobgyn.com/about/,,,United States
Katherine S. Lin,,Xenia,Ohio,OH,,,https://doctors.premierhealth.com/provider/Katherine+S.+Lin/1780192,Patient submitted ,speaks Chinese-Mandarin,United States
Constantine G Economus,,Youngstown,Ohio,OH,,,,Patient submitted ,,United States
Kristina Loomis,,Zanesville,Ohio,OH,,,https://health.usnews.com/doctors/kristina-loomis-648816,Patient submitted ,,United States
Maggie E. Rechel,,Athens,Ohio,OH,,,https://www.ohiohealth.com/find-a-doctor/profile/1104367333/Maggie-E-Rechel-MD?utm_source=yext&utm_medium=listings&utm_campaign=WebsiteClicksProvider,,,United States
Margaret Mirro Vick,,Cincinnati,Ohio,OH,,,https://www.trihealth.com/provider/Margaret-Rose-Mirro/2297749,,,United States
Brienne N. Williford,,Columbus,Ohio,OH,,,https://www.ohiohealth.com/find-a-doctor/profile/1538457676/Brienne-N-Williford-MD,Patient submitted,,United States
Lauren Kuhlman,,Perrysburg,Ohio,OH,,,https://www.woodcountyhospital.org/providers/lauren-kuhlman-do,,,United States
Pamela Kimbrough,,Ardmore,Oklahoma,OK,,,,Patient submitted ,,United States
Tarynn Freeman,,Bartlesville,Oklahoma,OK,,,https://healthcare.ascension.org/doctors/1972929875/tarynn-nicole-freeman-bartlesville-ok,Patient submitted,,United States
Wesley Vaughan,,Edmond,Oklahoma,OK,,,,Patient submitted ,,United States
Micheal Jackson,,Enid,Oklahoma,OK,,,https://integrisok.com/doctors/michael-s-jackson,Patient submitted,,United States
Christopher Lee,,Enid,Oklahoma,OK,,,https://doctors.stmarysphysicianassociates.com/provider/christopher-lee/1676596,Patient submitted,,United States
Ashley Shelley,,Grove,Oklahoma,OK,,,https://integrishealth.org/doctors/ashley-shelley,Patient submitted,,United States
Kristine Bryant,,Jenks,Oklahoma,OK,,,https://uticaparkclinic.com/physicians/kristine-bryant-do,Patient submitted,,United States
Kamron Torbati,,Mcalester,Oklahoma,OK,,,,Patient submitted ,,United States
Matthew Graves,,Mcalester,Oklahoma,OK,,,,Patient submitted ,,United States
Allison Carter,,Norman,Oklahoma,OK,,,,,,United States
Ronni Farris,,Norman,Oklahoma,OK,,,https://www.normanregional.com/doctors/968-ronni-farris-md,,,United States
Leslie Ollar-shoemake,,Norman,Oklahoma,OK,,,https://www.whcnorman.com/provider/leslie-ollar-shoemake-do,Patient submitted,,United States
Mary D. Chambers,,Norman,Oklahoma,OK,,,https://www.whcnorman.com/provider/mary-dianne-chambers-md,,,United States
Jessica Hinojosa,,Norman,Oklahoma,OK,,,https://www.whcnorman.com/provider/jessica-hinojosa-do,Patient submitted,,United States
Alexana (allie) Regens,,Oklahoma City,Oklahoma,OK,,,,,,United States
Amanda Maxedon Hamilton,,Oklahoma City,Oklahoma,OK,,,https://integrisok.com/doctors/amanda-hamilton,,,United States
Anthony Jackson,,Oklahoma City,Oklahoma,OK,,,,Patient submitted ,,United States
Anthony Shanbour,,Oklahoma City,Oklahoma,OK,,,http://www.drshanbourmd.com/,Patient submitted,,United States
Benjamin Barenberg,,Oklahoma City,Oklahoma,OK,,,https://doctorbokc.com/,,,United States
Breeanna Gibson,,Oklahoma City,Oklahoma,OK,,,https://www.lakesidedoctors.com/team/breeanna-gibson/,,,United States
Brooke Storer,,Oklahoma City,Oklahoma,OK,,,,,,United States
Kathryn Lindsay,,Oklahoma City,Oklahoma,OK,,,,,,United States
Lacy Parker,,Oklahoma City,Oklahoma,OK,,,https://www.lakesidedoctors.com/team/lacy-parker-md/,,,United States
Lisa Cheek,,Oklahoma City,Oklahoma,OK,,,https://www.ssmhealth.com/find-a-doctor/doctor-details/lisa-e-cheek-md,Patient submitted,,United States
Monica Reid,,Oklahoma City,Oklahoma,OK,,,,Patient submitted,,United States
Sheila Newcomb,,Oklahoma City,Oklahoma,OK,,,https://integrisok.com/doctors/sheila-newcomb,Patient submitted ,,United States
Anthony K. Shanbour,,Oklahoma City,Oklahoma,OK,,,https://surgerycenterok.com/specialists/k-anthony-shanbour-m-d/,Patient submitted ,,United States
Michelle Brunnabend,,Oklahoma City,Oklahoma,OK,,,https://www.aspenwomenscenterokc.com/our-practice-awc,,,United States
Carissa Kulczycki,,Oklahoma City,Oklahoma,OK,,,https://integrishealth.org/doctors/carissa-kulczycki,,,United States
Victoria Mills,,Oklahoma City,Oklahoma,OK,,,https://www.millsobgyn.com/,,,United States
Dana Stone,,Oklahoma City,Oklahoma,OK,,,https://integrishealth.org/doctors/dana-stone,,,United States
Sarah Grimes,,Oklahoma City,Oklahoma,OK,,,https://www.ouhealth.com/find-a-doctor/sarah-grimes-md/,,,United States
Ronald Brunnabend,,Oklahoma City,Oklahoma,OK,,,https://www.aspenwomenscenterokc.com/our-practice-awc,Patient submitted,,United States
Julie Wiley,,South Oklahoma City,Oklahoma,OK,,,https://drjuliewiley.com/,,,United States
Amanda Miles,,Stillwater,Oklahoma,OK,,,https://www.stillwater-medical.org/providers/amanda-miles/,,"LGBTQ+ friendly, accepts Medicaid ",United States
Kayla J. Cagle-colon,,Tahlequah,Oklahoma,OK,,,https://doctor.webmd.com/doctor/kayla-cagle-colon-9eb32c37-2abf-4739-b86a-9a72c490d361-overview,,"LGBTQ+ friendly, IHS/tribal health physician ",United States
J. Martin Beal,,Tulsa,Oklahoma,OK,,,,Patient submitted ,,United States
John Ervin,,Tulsa,Oklahoma,OK,,,,Patient submitted ,,United States
Kathleen Heffron,,Tulsa,Oklahoma,OK,,,https://twhg.com/twhg_providers/kathleen-heffron/,Patient submitted,,United States
Morgan Richards,,Tulsa,Oklahoma,OK,,,,,,United States
Chris Maxcey,,Tulsa,Oklahoma,OK,,,https://uticaparkclinic.com/physicians/chris-maxcey-do,Patient submitted,LGBTQ+ friendly ,United States
Whitney Leonard,,Tulsa,Oklahoma,OK,,,https://twhg.com/twhg_providers/whitney-leonard/,,LGBTQ+ friendly ,United States
Morgan Alidge,,Tulsa,Oklahoma,OK,,,https://www.tulsaobgyn.com/physicians/,,LGBTQ+ friendly ,United States
Hollie L. Black,,Tulsa,Oklahoma,OK,,,https://www.saintfrancis.com/provider/hollie-lynn-black-do,Patient submitted,,United States
Robin Carson,,Tulsa,Oklahoma,OK,,,https://www.eliteobgyntulsa.com/about,Patient submitted ,,United States
Lauren Holmes,,Tulsa,Oklahoma,OK,,,https://uticaparkclinic.com/physicians/lauren-holmes-do,,LGBTQ+ friendly ,United States
Jennifer Butler,,Tulsa,Oklahoma,OK,,,https://twhg.com/twhg_providers/jennifer-butler/,Patient submitted,,United States
Lori Hyden,,Claremore,Oklahoma,OK,,,https://uticaparkclinic.com/physicians/lori-hyden-do,Patient submitted ,,United States
Tiffany Dupree,,Moore,Oklahoma,OK,,,https://integrishealth.org/doctors/tiffany-dupree,Patient submitted ,,United States
Anea Miller,,Moore,Oklahoma,OK,,,https://integrishealth.org/doctors/andrea-miller,Patient submitted ,,United States
Daphne Lashbrook,,Norman,Oklahoma,OK,,,https://whcnorman.com/provider/daphne-lashbrook-md,Patient submitted ,,United States
Sarah Mashburn,,Oklahoma City,Oklahoma,OK,,,https://integrishealth.org/doctors/sarah-mashburn,,,United States
Roger K. Pfeiffer,,Owasso,Oklahoma,OK,,,https://uticaparkclinic.com/physicians/roger-k-pfeiffer-do,Patient submitted,,United States
Lora J. Larson,,Tulsa,Oklahoma,OK,,,https://www.saintfrancis.com/provider/lora-joyce-larson-m-d-hospital-medicine-obgyn,Patient submitted ,,United States
Grant Cox,,Tulsa,Oklahoma,OK,,,https://www.ogstulsa.com/dr-grant-cox/,Patient submitted ,,United States
Shelley D. Shoun,,Tulsa,Oklahoma,OK,,,https://www.saintfrancis.com/provider/shelley-dawn-shoun-m-d-obgyn,Patient submitted ,,United States
Amanda Berry,,Yukon,Oklahoma,OK,,,https://integrishealth.org/doctors/amanda-berry,,,United States
Shane Gjesdal,,Albany,Oregon,OR,,,https://samhealth.org/patients-visitors/find-a-doctor/gjesdal-shane-1164424586/,Patient submitted,,United States
Sarah Humphrey,MD,Astoria,Oregon,OR,,,,,,United States
Heather Abé,,Beaverton,Oregon,OR,,,https://www.providence.org/doctors/obstetrics-and-gynecology/or/beaverton/heather-abe-1265745947,,,United States
Miriam Champer,,Bend,Oregon,OR,,,https://eastcascadewomensgroup.com/person/miriam-champer/,,,United States
Janelle Strom,,Bend,Oregon,OR,,,https://eastcascadewomensgroup.com/person/janelle-strom/,Patient submitted ,,United States
Jennifer Rupert,MD,Clackamas,Oregon,OR,,,,,,United States
Rachel Gamo Algenio,,Clackamas,Oregon,OR,,,https://healthy.kaiserpermanente.org/oregon-washington/clinicians/rachel-algenio-8563057,Patient submitted,,United States
Kathy L. Wood,,Clackamas,Oregon,OR,,,https://healthy.kaiserpermanente.org/oregon-washington/clinicians/kathy-wood-8316102,Patient submitted ,,United States
Anea J Mccann,,Corvallis,Oregon,OR,,,https://samhealth.org/patients-visitors/find-a-doctor/mccann-andrea-1447294509/,Patient submitted,"LGBTQ+ friendly, interested in Transgender care ",United States
Erin Massey,,Corvallis,Oregon,OR,,,https://samhealth.org/patients-visitors/find-a-doctor/massey-erin-1457478620/,Patient submitted,,United States
Michele Saums,,Corvallis,Oregon,OR,,,https://www.corvallisclinic.com/providers/michele-saums-md/,Patient submitted ,,United States
Austin Douglas,,Eugene,Oregon,OR,,,https://www.womenscare.com/providers/douglas-austin-md/,Patient submitted,LGBTQ+ friendly,United States
Brian Wakefield,,Eugene,Oregon,OR,,,https://pacificwomenscenter.com/doctors/brian-wakefield-md,Patient submitted,,United States
Jessica Versage,,Eugene,Oregon,OR,,,https://www.peacehealth.org/care-providers/jessica-l-versage-md,Patient submitted,,United States
Kelly Fairchild,,Eugene,Oregon,OR,,,,,,United States
Kimberly Edwards,,Eugene,Oregon,OR,,,,Patient submitted ,,United States
Naomi Light,,Eugene,Oregon,OR,,,,,,United States
Melanie Konradi,,Eugene,Oregon,OR,,,https://www.oregonmedicalgroup.com/physicians-providers/melanie-konradi,Patient submitted,,United States
Grace Grogman,,Eugene,Oregon,OR,,,https://www.oregonmedicalgroup.com/physicians-providers/grace-grogman,,,United States
Brooke Kyle,,Eugene & Springfield,Oregon,OR,,,https://www.womenscare.com/providers/brooke-kyle-md/,,,United States
Christina Djabiras,,Hillsboro,Oregon,OR,,,https://tuality.org/provider/christina-djabiras/,Patient submitted,,United States
Nafeeshathul Riyaj-ahamed,,Klamath Falls,Oregon,OR,,,https://www.heartfeltobgyn.com/nafeeshathul-riyaj-ahamed,,,United States
Jeanna Romer,,La Grande,Oregon,OR,,,https://www.grh.org/provider-directory/providers/jeanna-romer/,Patient submitted,,United States
Ingrid Cherrytree,,Lake Oswego,Oregon,OR,,,https://www.providence.org/doctors/urogynecology/or/lake-oswego/ingrid-cherrytree-1538327838,Patient submitted,,United States
Megan Zaander,,Lake Oswego,Oregon,OR,,,https://lakeoswegogyn.com/our-practice/dr-megan-zaander/,Patient submitted,,United States
Sara Fassio,,Lebanon,Oregon,OR,,,https://samhealth.org/patients-visitors/find-a-doctor/fassio-sara-1558925776/,,,United States
Danielle King,,Lincoln City,Oregon,OR,,,https://www.samhealth.org/patient-visitors/find-a-doctor/k/king-danielle-1902216187,Patient submitted,,United States
Meredith Mann,,Lincoln City,Oregon,OR,,,https://samhealth.org/patients-visitors/find-a-doctor/mann-meredith-1992930333/,Patient submitted,,United States
Lauren Knapp,,Mcminnville,Oregon,OR,,,https://www.willamettevalleyclinics.com/find-a-doctor/provider/1275929408,Patient submitted ,,United States
Emily Steinbis,,Medford,Oregon,OR,,,https://www.asante.org/find-a-doctor/profile/?id=1231,Patient submitted,,United States
Mary Strizzi,,Medford,Oregon,OR,,,https://medfordwomensclinic.com/providers/,Patient submitted ,,United States
Michael Swift,,Newport,Oregon,OR,,,https://samhealth.org/patients-visitors/find-a-doctor/swift-michael-1386995603/,Patient submitted,,United States
Alyssa Colwill,,Portland,Oregon,OR,,,,Patient submitted ,,United States
Carolyn Piszczek,,Portland,Oregon,OR,,,https://healthy.kaiserpermanente.org/oregon-washington/clinicians/carolyn-piszczek-4188840,Patient submitted,,United States
Desiree Bley,,Portland,Oregon,OR,,,,Patient submitted ,,United States
Emily V West,,Portland,Oregon,OR,,,https://healthy.kaiserpermanente.org/oregon-washington/clinicians/emily-west-2000062,Patient submitted,,United States
Jonathan C. Cook,,Portland,Oregon,OR,,,https://www.whallc.com/providers/jonathan-cook-md-facog/,Patient submitted,,United States
Laura Van Houten,,Portland,Oregon,OR,,,https://www.legacyhealth.org/providers/laura-vanhouten,Patient submitted,,United States
Lisa Bayer,,Portland,Oregon,OR,,,,Patient submitted ,,United States
